0.50588232 -0.04230800 
0.50980389 -0.05972835 
0.51372552 -0.08328525 
0.51764709 -0.10082734 
0.52156866 -0.13351327 
0.52549016 -0.16620035 
0.52941179 -0.17716229 
0.53333336 -0.20310846 
0.53725487 -0.23481202 
0.54117650 -0.24893942 
0.54509801 -0.27580246 
0.54901963 -0.29766321 
0.55294120 -0.34232035 
0.55686277 -0.34592706 
0.56078434 -0.36279997 
0.56470585 -0.40259558 
0.56862748 -0.41444576 
0.57254899 -0.45775184 
0.57647061 -0.45993271 
0.58039218 -0.46931076 
0.58431369 -0.49662656 
0.58823532 -0.52272278 
0.59215683 -0.53341937 
0.59607846 -0.56464368 
0.60000002 -0.57855684 
0.60392153 -0.62039804 
0.60784316 -0.61912537 
0.61176467 -0.63493550 
0.61568630 -0.68783861 
0.61960787 -0.68300819 
0.62352937 -0.71886873 
0.62745100 -0.71558982 
0.63137251 -0.73554921 
0.63529414 -0.73271567 
0.63921571 -0.76327670 
0.64313722 -0.78081191 
0.64705878 -0.78927052 
0.65098035 -0.81343275 
0.65490198 -0.81956714 
0.65882355 -0.86073339 
0.66274518 -0.85510290 
0.66666669 -0.87618202 
0.67058820 -0.88543040 
0.67450976 -0.88051522 
0.67843139 -0.88765317 
0.68235296 -0.90432692 
0.68627453 -0.93572092 
0.69019616 -0.94147938 
0.69411767 -0.95082647 
0.69803917 -0.94735092 
0.70196074 -0.96346694 
0.70588237 -0.96170932 
0.70980394 -0.97922832 
0.71372551 -0.98538041 
0.71764714 -0.98939919 
0.72156858 -0.96340007 
0.72549015 -0.98379707 
0.72941172 -0.99029917 
0.73333335 -1.00451148 
0.73725492 -1.00404358 
0.74117649 -0.99733377 
0.74509811 -1.00365412 
0.74901956 -0.98897427 
0.75294113 -1.00944996 
0.75686270 -0.99988616 
0.76078433 -0.99238026 
0.76470590 -0.98971933 
0.76862752 -0.96195042 
0.77254909 -1.00772750 
0.77647054 -0.99440461 
0.78039211 -0.97977000 
0.78431374 -0.97489494 
0.78823531 -0.96087790 
0.79215688 -0.96425939 
0.79607850 -0.96058559 
0.80000001 -0.95286518 
0.80392152 -0.94706142 
0.80784309 -0.92826384 
0.81176472 -0.93127036 
0.81568629 -0.91541547 
0.81960785 -0.90078783 
0.82352948 -0.90143043 
0.82745099 -0.87856150 
0.83137250 -0.86915165 
0.83529407 -0.85710925 
0.83921570 -0.86847097 
0.84313726 -0.80708492 
0.84705889 -0.83368725 
0.85098046 -0.79647756 
0.85490191 -0.79274732 
0.85882348 -0.78747225 
0.86274505 -0.76974851 
0.86666667 -0.73883003 
0.87058824 -0.72075510 
0.87450987 -0.72004640 
0.87843138 -0.70016044 
0.88235289 -0.64912933 
0.88627446 -0.65816569 
0.89019608 -0.63983393 
0.89411765 -0.61922026 
0.89803922 -0.60023618 
0.90196085 -0.57497114 
0.90588236 -0.54930943 
0.90980387 -0.53412509 
0.91372544 -0.51826239 
0.91764706 -0.48787135 
0.92156863 -0.47514912 
0.92549020 -0.44298968 
0.92941183 -0.44892311 
0.93333334 -0.40625778 
0.93725485 -0.39385507 
0.94117641 -0.37080124 
0.94509804 -0.33702514 
0.94901961 -0.32326582 
0.95294124 -0.30243996 
0.95686281 -0.26708096 
0.96078432 -0.22168881 
0.96470582 -0.21928158 
0.96862745 -0.20364642 
0.97254902 -0.17733510 
0.97647059 -0.14527211 
0.98039222 -0.13513617 
0.98431373 -0.09583439 
0.98823529 -0.06153855 
0.99215680 -0.04084671 
0.99607843 -0.03011505 
1.00000000 0.01497911 
